09:22:34.866 23.1C | 3.00 V
09:36:51.198 23.1C | 2.94 V
09:36:52.423 23.1C | 2.92 V
09:36:53.654 23.1C | 2.93 V
09:36:54.884 23.1C | 2.93 V
09:36:56.102 23.1C | 2.92 V
09:36:57.426 23.1C | 2.93 V
09:36:58.552 23.1C | 2.94 V
09:36:59.775 23.1C | 2.92 V
09:37:01.004 23.1C | 2.92 V
09:37:02.237 23.1C | 2.93 V
09:37:03.493 23.1C | 2.92 V
09:37:04.695 23.1C | 2.93 V
09:37:05.900 23.1C | 2.94 V
09:37:07.185 23.1C | 2.92 V
09:37:08.381 23.1C | 2.93 V
09:37:09.582 23.1C | 2.94 V
09:37:10.820 23.1C | 2.92 V
09:37:12.031 23.1C | 2.92 V
09:37:13.252 23.1C | 2.93 V
09:37:14.481 23.1C | 2.92 V
09:37:15.722 23.1C | 2.92 V
09:37:16.928 23.1C | 2.93 V
09:37:18.151 23.1C | 2.92 V
09:37:19.377 23.1C | 2.93 V
09:37:20.601 23.1C | 2.94 V
09:37:21.825 23.1C | 2.92 V
09:37:23.055 23.1C | 2.93 V
09:37:24.276 23.1C | 2.94 V
09:37:25.502 23.1C | 2.92 V
09:37:26.727 23.1C | 2.92 V
09:37:27.951 23.1C | 2.94 V
09:37:29.178 23.1C | 2.92 V
09:37:30.400 23.1C | 2.92 V
09:37:31.627 23.1C | 2.93 V
09:37:32.857 23.1C | 2.92 V
09:37:34.078 23.1C | 2.92 V
09:37:35.365 23.1C | 2.93 V
09:37:36.539 23.1C | 2.92 V
09:37:37.765 23.1C | 2.93 V
09:37:38.977 23.1C | 2.93 V
09:37:40.201 23.1C | 2.92 V
09:37:41.436 23.1C | 2.93 V
09:37:42.653 23.1C | 2.94 V
09:37:43.880 23.1C | 2.92 V
09:37:45.105 23.1C | 2.92 V
09:37:46.328 23.1C | 2.93 V
09:37:47.552 23.1C | 2.92 V
09:37:48.777 23.1C | 2.92 V
09:37:50.003 23.1C | 2.94 V
09:37:51.237 23.1C | 2.92 V
09:37:52.462 23.1C | 2.92 V
09:37:53.685 23.1C | 2.93 V
09:37:54.904 23.1C | 2.92 V
09:37:56.132 23.1C | 2.92 V
09:37:57.358 23.1C | 2.93 V
09:37:58.578 23.1C | 2.92 V
09:37:59.809 23.1C | 2.92 V
09:38:01.042 23.1C | 2.94 V
09:38:02.276 23.1C | 2.92 V
09:38:03.479 23.1C | 2.92 V
09:38:04.703 23.1C | 2.93 V
09:38:05.933 23.1C | 2.92 V
09:38:07.153 23.1C | 2.92 V
09:38:08.382 23.1C | 2.94 V
09:38:09.611 23.1C | 2.92 V
09:38:10.831 23.1C | 2.92 V
09:38:12.053 23.1C | 2.93 V
09:38:13.281 23.1C | 2.92 V
09:38:14.527 23.1C | 2.92 V
09:38:15.729 23.1C | 2.93 V
09:38:16.972 23.1C | 2.92 V
09:38:18.192 23.1C | 2.92 V
09:38:19.408 23.1C | 2.94 V
09:38:20.642 23.1C | 2.92 V
09:38:21.856 23.1C | 2.92 V
09:38:23.083 23.1C | 2.93 V
09:38:24.310 23.1C | 2.92 V
09:38:25.530 23.1C | 2.92 V
09:38:26.757 23.1C | 2.93 V
09:38:27.983 23.1C | 2.92 V
09:38:29.207 23.1C | 2.92 V
09:38:30.437 23.1C | 2.94 V
09:38:31.657 23.1C | 2.92 V
09:38:32.884 23.1C | 2.92 V
09:38:34.106 23.1C | 2.94 V
09:38:35.340 23.1C | 2.92 V
09:38:36.556 23.1C | 2.92 V
09:38:37.787 23.1C | 2.93 V
09:38:39.015 23.1C | 2.93 V
09:38:40.230 23.1C | 2.93 V
09:38:41.459 23.1C | 2.93 V
09:38:42.687 23.1C | 2.93 V
09:38:43.907 23.1C | 2.92 V
09:38:45.145 23.1C | 2.94 V
09:38:46.365 23.1C | 2.92 V
09:38:47.582 23.1C | 2.93 V
09:38:48.807 23.1C | 2.94 V
09:38:50.060 23.1C | 2.92 V
09:38:51.260 23.1C | 2.93 V
09:38:52.483 23.1C | 2.93 V
09:38:53.722 23.1C | 2.93 V
09:38:54.932 23.1C | 2.92 V
09:38:56.163 23.1C | 2.94 V
09:38:57.390 23.1C | 2.92 V
09:38:58.607 23.1C | 2.92 V
09:38:59.836 23.1C | 2.93 V
09:39:01.058 23.1C | 2.92 V
09:39:02.282 23.1C | 2.92 V
09:39:03.511 23.1C | 2.93 V
09:39:04.736 23.1C | 2.92 V
09:39:05.958 23.1C | 2.92 V
09:39:07.186 23.1C | 2.93 V
09:39:08.412 23.1C | 2.92 V
09:39:09.635 23.1C | 2.92 V
09:39:10.858 23.1C | 2.94 V
09:39:12.085 23.1C | 2.93 V
09:39:13.338 23.1C | 2.93 V
09:39:14.539 23.1C | 2.94 V
09:39:15.762 23.1C | 2.92 V
09:39:16.993 23.1C | 2.92 V
09:39:18.227 23.1C | 2.94 V
09:39:19.433 23.1C | 2.92 V
09:39:20.680 23.1C | 2.92 V
09:39:21.886 23.1C | 2.94 V
09:39:23.116 23.1C | 2.92 V
09:39:24.447 23.1C | 2.92 V
09:39:25.560 23.1C | 2.93 V
09:39:26.801 23.1C | 2.92 V
09:39:28.010 23.1C | 2.92 V
09:39:29.238 23.1C | 2.94 V
09:39:30.458 23.1C | 2.92 V
09:39:31.686 23.1C | 2.92 V
09:39:32.918 23.1C | 2.93 V
09:39:34.135 23.1C | 2.93 V
09:39:35.392 23.1C | 2.93 V
09:39:36.603 23.1C | 2.93 V
09:39:37.859 23.1C | 2.93 V
09:39:39.044 23.1C | 2.92 V
09:39:40.262 23.1C | 2.94 V
09:39:41.486 23.1C | 2.92 V
09:39:42.723 23.1C | 2.92 V
09:39:43.941 23.1C | 2.94 V
09:39:45.162 23.1C | 2.92 V
09:39:46.386 23.1C | 2.92 V
09:39:47.625 23.1C | 2.94 V
09:39:48.895 23.1C | 2.93 V
09:39:50.070 23.1C | 2.92 V
09:39:51.286 23.1C | 2.94 V
09:39:52.542 23.1C | 2.93 V
09:39:53.742 23.1C | 2.93 V
09:39:54.960 23.1C | 2.93 V
09:39:56.198 23.1C | 2.93 V
09:39:57.413 23.1C | 2.92 V
09:39:58.636 23.1C | 2.94 V
09:39:59.862 23.1C | 2.93 V
09:40:01.088 23.1C | 2.92 V
09:40:02.322 23.1C | 2.93 V
09:40:03.539 23.1C | 2.92 V
09:40:04.767 23.1C | 2.92 V
09:40:05.992 23.1C | 2.93 V
09:40:07.212 23.1C | 2.93 V
09:40:08.442 23.1C | 2.92 V
09:40:09.662 23.1C | 2.94 V
09:40:10.886 23.1C | 2.92 V
09:40:12.117 23.1C | 2.93 V
09:40:13.336 23.1C | 2.93 V
09:40:14.563 23.1C | 2.93 V
09:40:15.787 23.1C | 2.92 V
09:40:17.012 23.1C | 2.93 V
09:40:18.238 23.1C | 2.92 V
09:40:19.463 23.1C | 2.92 V
09:40:20.702 23.1C | 2.93 V
09:40:21.915 23.1C | 2.92 V
09:40:23.152 23.1C | 2.92 V
09:40:24.369 23.1C | 2.93 V
09:40:25.588 23.1C | 2.93 V
09:40:26.813 23.1C | 2.93 V
09:40:28.037 23.1C | 2.94 V
09:40:29.266 23.1C | 2.93 V
09:40:30.488 23.1C | 2.93 V
09:40:31.728 23.1C | 2.94 V
09:40:32.937 23.1C | 2.93 V
09:40:34.165 23.1C | 2.92 V
09:40:35.391 23.1C | 2.93 V
09:40:36.616 23.1C | 2.93 V
09:40:37.840 23.1C | 2.92 V
09:40:39.068 23.1C | 2.93 V
09:40:40.290 23.1C | 2.93 V
09:40:41.516 23.1C | 2.92 V
09:40:42.740 23.1C | 2.94 V
09:40:43.966 23.1C | 2.93 V
09:40:45.200 23.1C | 2.92 V
09:40:46.417 23.1C | 2.93 V
09:40:47.642 23.1C | 2.93 V
09:40:48.872 23.1C | 2.92 V
09:40:50.090 23.1C | 2.92 V
09:40:51.318 23.1C | 2.93 V
09:40:52.540 23.1C | 2.92 V
09:40:53.767 23.1C | 2.93 V
09:40:54.990 23.1C | 2.93 V
09:40:56.296 23.1C | 2.92 V
09:40:57.456 23.1C | 2.93 V
09:40:58.665 23.1C | 2.93 V
09:40:59.890 23.1C | 2.92 V
09:41:01.119 23.1C | 2.93 V
09:41:02.343 23.1C | 2.93 V
09:41:03.575 23.1C | 2.92 V
09:41:04.791 23.1C | 2.93 V
09:41:06.021 23.1C | 2.93 V
09:41:07.240 23.1C | 2.93 V
09:41:08.467 23.1C | 2.93 V
09:41:09.695 23.1C | 2.93 V
09:41:10.931 23.1C | 2.92 V
09:41:12.161 23.1C | 2.94 V
09:41:13.366 23.1C | 2.93 V
09:41:14.592 23.1C | 2.93 V
09:41:15.820 23.1C | 2.94 V
09:41:17.042 23.1C | 2.94 V
09:41:18.268 23.1C | 2.92 V
09:41:19.491 23.1C | 2.93 V
09:41:20.742 23.1C | 2.93 V
09:41:21.960 23.1C | 2.93 V
09:41:23.167 23.1C | 2.94 V
09:41:24.394 23.1C | 2.94 V
09:41:25.633 23.1C | 2.93 V
09:41:26.870 23.1C | 2.93 V
09:41:28.070 23.1C | 2.94 V
09:41:29.295 23.1C | 2.93 V
09:41:30.523 23.1C | 2.94 V
09:41:31.751 23.1C | 2.93 V
09:41:32.968 23.1C | 2.93 V
09:41:34.195 23.1C | 2.93 V
09:41:35.420 23.1C | 2.94 V
09:41:36.646 23.1C | 2.92 V
09:41:37.869 23.1C | 2.94 V
09:41:39.093 23.1C | 2.94 V
09:41:40.318 23.1C | 2.92 V
09:41:41.543 23.1C | 2.94 V
09:41:42.769 23.1C | 2.94 V
09:41:43.993 23.1C | 2.93 V
09:41:45.218 23.1C | 2.94 V
09:41:46.444 23.1C | 2.94 V
09:41:47.673 23.1C | 2.92 V
09:41:48.905 23.1C | 2.93 V
09:41:50.125 23.1C | 2.94 V
09:41:51.357 23.1C | 2.92 V
09:41:52.571 23.1C | 2.93 V
09:41:53.797 23.1C | 2.93 V
09:41:55.020 23.1C | 2.93 V
09:41:56.253 23.1C | 2.93 V
09:41:57.487 23.1C | 2.93 V
09:41:58.696 23.1C | 2.92 V
09:41:59.921 23.1C | 2.93 V
09:42:01.145 23.1C | 2.94 V
09:42:02.383 23.1C | 2.93 V
09:42:03.598 23.1C | 2.94 V
09:42:04.832 23.1C | 2.94 V
09:42:06.061 23.1C | 2.92 V
09:42:07.269 23.1C | 2.94 V
09:42:08.495 23.1C | 2.93 V
09:42:09.747 23.1C | 2.92 V
09:42:10.945 23.1C | 2.92 V
09:42:12.171 23.1C | 2.94 V
09:42:13.397 23.1C | 2.92 V
09:42:14.622 23.1C | 2.93 V
09:42:15.857 23.1C | 2.94 V
09:42:17.071 23.1C | 2.93 V
09:42:18.302 23.1C | 2.93 V
09:42:19.521 23.1C | 2.94 V
09:42:20.746 23.1C | 2.93 V
09:42:21.976 23.1C | 2.93 V
09:42:23.196 23.1C | 2.94 V
09:42:24.423 23.1C | 2.92 V
09:42:25.663 23.1C | 2.93 V
09:42:26.888 23.1C | 2.94 V
09:42:28.100 23.1C | 2.92 V
09:42:29.322 23.1C | 2.93 V
09:42:30.552 23.1C | 2.94 V
09:42:31.771 23.1C | 2.92 V
09:42:32.997 23.1C | 2.94 V
09:42:34.221 23.1C | 2.94 V
09:42:35.448 23.1C | 2.93 V
09:42:36.676 23.1C | 2.94 V
09:42:37.914 23.1C | 2.94 V
09:42:39.121 23.1C | 2.93 V
09:42:40.346 23.1C | 2.94 V
09:42:41.572 23.1C | 2.94 V
09:42:42.797 23.1C | 2.93 V
09:42:44.022 23.1C | 2.94 V
09:42:45.310 23.1C | 2.94 V
09:42:46.474 23.1C | 2.92 V
09:42:47.721 23.1C | 2.93 V
09:42:48.923 23.1C | 2.93 V
09:42:50.169 23.1C | 2.92 V
09:42:51.382 23.1C | 2.93 V
09:42:52.600 23.1C | 2.94 V
09:42:53.823 23.1C | 2.92 V
09:42:55.051 23.1C | 2.93 V
09:42:56.276 23.1C | 2.94 V
09:42:57.498 23.1C | 2.93 V
09:42:58.725 23.1C | 2.93 V
09:42:59.953 23.1C | 2.94 V
09:43:01.180 23.1C | 2.92 V
09:43:02.402 23.1C | 2.93 V
09:43:03.635 23.1C | 2.94 V
09:43:04.850 23.1C | 2.92 V
09:43:06.107 23.1C | 2.93 V
09:43:07.301 23.1C | 2.94 V
09:43:08.533 23.1C | 2.93 V
09:43:09.753 23.1C | 2.93 V
09:43:10.980 23.1C | 2.94 V
09:43:12.208 23.1C | 2.92 V
09:43:13.439 23.1C | 2.93 V
09:43:14.653 23.1C | 2.94 V
09:43:15.885 23.1C | 2.93 V
09:43:17.101 23.1C | 2.93 V
09:43:18.326 23.1C | 2.94 V
09:43:19.551 23.1C | 2.93 V
09:43:20.774 23.1C | 2.92 V
09:43:22.001 23.1C | 2.93 V
09:43:23.227 23.1C | 2.92 V
09:43:24.464 23.1C | 2.93 V
09:43:25.676 23.1C | 2.93 V
09:43:26.902 23.1C | 2.92 V
09:43:28.127 23.1C | 2.93 V
09:43:29.351 23.1C | 2.94 V
09:43:30.585 23.1C | 2.92 V
09:43:31.806 23.1C | 2.93 V
09:43:33.025 23.1C | 2.94 V
09:43:34.261 23.1C | 2.93 V
09:43:35.487 23.1C | 2.93 V
09:43:36.703 23.1C | 2.94 V
09:43:37.928 23.1C | 2.93 V
09:43:39.153 23.1C | 2.93 V
09:43:40.381 23.1C | 2.94 V
09:43:41.602 23.1C | 2.92 V
09:43:42.841 23.1C | 2.92 V
09:43:44.055 23.1C | 2.94 V
09:43:45.321 23.1C | 2.92 V
09:43:46.518 23.1C | 2.93 V
09:43:47.731 23.1C | 2.94 V
09:43:48.952 23.1C | 2.92 V
09:43:50.179 23.1C | 2.93 V
09:43:51.404 23.1C | 2.94 V
09:43:52.638 23.1C | 2.92 V
09:43:53.861 23.1C | 2.93 V
09:43:55.078 23.1C | 2.94 V
09:43:56.303 23.1C | 2.92 V
09:43:57.527 23.1C | 2.93 V
09:43:58.770 23.1C | 2.94 V
09:43:59.978 23.1C | 2.92 V
09:44:01.206 23.1C | 2.93 V
09:44:02.428 23.1C | 2.94 V
09:44:03.655 23.1C | 2.92 V
09:44:04.882 23.1C | 2.93 V
09:44:06.118 23.1C | 2.94 V
09:44:07.338 23.1C | 2.92 V
09:44:08.552 23.1C | 2.93 V
09:44:09.806 23.1C | 2.94 V
09:44:11.004 23.1C | 2.92 V
09:44:12.230 23.1C | 2.93 V
09:44:13.483 23.1C | 2.93 V
09:44:14.691 23.1C | 2.93 V
09:44:15.908 23.1C | 2.93 V
09:44:17.187 23.1C | 2.93 V
09:44:18.365 23.1C | 2.92 V
09:44:19.590 23.1C | 2.93 V
09:44:20.807 23.1C | 2.94 V
09:44:22.029 23.1C | 2.92 V
09:44:23.256 23.1C | 2.93 V
09:44:24.484 23.1C | 2.93 V
09:44:25.707 23.1C | 2.93 V
09:44:26.932 23.1C | 2.93 V
09:44:28.164 23.1C | 2.94 V
09:44:29.381 23.1C | 2.93 V
09:44:30.615 23.1C | 2.92 V
09:44:31.831 23.1C | 2.93 V
09:44:33.056 23.1C | 2.93 V
09:44:34.289 23.1C | 2.92 V
09:44:35.506 23.1C | 2.94 V
09:44:36.745 23.1C | 2.93 V
09:44:37.957 23.1C | 2.92 V
09:44:39.181 23.1C | 2.94 V
09:44:40.422 23.1C | 2.92 V
09:44:41.645 23.1C | 2.93 V
09:44:42.855 23.1C | 2.94 V
09:44:44.082 23.1C | 2.92 V
09:44:45.306 23.1C | 2.92 V
09:44:46.555 23.1C | 2.94 V
09:44:47.761 23.1C | 2.93 V
09:44:49.021 23.1C | 2.93 V
09:44:50.211 23.1C | 2.94 V
09:44:51.436 23.1C | 2.92 V
09:44:52.676 23.1C | 2.93 V
09:44:53.881 23.1C | 2.94 V
09:44:55.138 23.1C | 2.92 V
09:44:56.332 23.1C | 2.92 V
09:44:57.563 23.1C | 2.94 V
09:44:58.812 23.1C | 2.92 V
09:45:00.014 23.1C | 2.93 V
09:45:01.234 23.1C | 2.94 V
09:45:02.458 23.1C | 2.92 V
09:45:03.704 23.1C | 2.92 V
09:45:04.918 23.1C | 2.93 V
09:45:06.132 23.1C | 2.93 V
09:45:07.365 23.1C | 2.93 V
09:45:08.582 23.1C | 2.93 V
09:45:09.807 23.1C | 2.93 V
09:45:11.046 23.1C | 2.92 V
09:45:12.260 23.1C | 2.93 V
09:45:13.485 23.1C | 2.92 V
09:45:14.712 23.1C | 2.92 V
09:45:15.944 23.1C | 2.93 V
09:45:17.166 23.1C | 2.92 V
09:45:18.384 23.1C | 2.93 V
09:45:19.615 23.1C | 2.94 V
09:45:20.837 23.1C | 2.92 V
09:45:22.060 23.1C | 2.92 V
09:45:23.291 23.1C | 2.94 V
09:45:24.513 23.1C | 2.93 V
09:45:25.749 23.1C | 2.93 V
09:45:26.971 23.1C | 2.94 V
09:45:28.202 23.1C | 2.93 V
09:45:29.413 23.1C | 2.92 V
09:45:30.634 23.1C | 2.94 V
09:45:31.873 23.1C | 2.92 V
09:45:33.085 23.1C | 2.92 V
09:45:34.310 23.1C | 2.93 V
09:45:35.535 23.1C | 2.92 V
09:45:36.759 23.1C | 2.93 V
09:45:38.011 23.1C | 2.93 V
09:45:39.211 23.1C | 2.92 V
09:45:40.456 23.1C | 2.92 V
09:45:41.659 23.1C | 2.94 V
09:45:42.885 23.1C | 2.92 V
09:45:44.111 23.1C | 2.92 V
09:45:45.335 23.1C | 2.94 V
09:45:46.581 23.1C | 2.92 V
09:45:47.787 23.1C | 2.92 V
09:45:49.012 23.1C | 2.94 V
09:45:50.241 23.1C | 2.92 V
09:45:51.462 23.1C | 2.92 V
09:45:52.687 23.1C | 2.93 V
09:45:53.911 23.1C | 2.92 V
09:45:55.143 23.1C | 2.93 V
09:45:56.360 23.1C | 2.94 V
09:45:57.594 23.1C | 2.92 V
09:45:58.831 23.1C | 2.92 V
09:46:00.048 23.1C | 2.93 V
09:46:01.274 23.1C | 2.92 V
09:46:02.487 23.1C | 2.92 V
09:46:03.720 23.1C | 2.93 V
09:46:04.936 23.1C | 2.92 V
09:46:06.161 23.1C | 2.92 V
09:46:07.405 23.1C | 2.93 V
09:46:08.713 23.1C | 2.92 V
09:46:09.837 23.1C | 2.92 V
09:46:11.071 23.1C | 2.94 V
09:46:12.287 23.1C | 2.92 V
09:46:13.521 23.1C | 2.92 V
09:46:14.738 23.1C | 2.94 V
09:46:15.964 23.1C | 2.92 V
09:46:17.189 23.1C | 2.92 V
09:46:18.411 23.1C | 2.93 V
09:46:19.651 23.1C | 2.92 V
09:46:20.862 23.1C | 2.92 V
09:46:22.100 23.1C | 2.93 V
09:46:23.374 23.1C | 2.92 V
09:46:24.536 23.1C | 2.93 V
09:46:25.764 23.1C | 2.93 V
09:46:26.997 23.1C | 2.92 V
09:46:28.213 23.1C | 2.92 V
09:46:29.441 23.1C | 2.93 V
09:46:30.662 23.1C | 2.93 V
09:46:31.892 23.1C | 2.92 V
09:46:33.122 23.1C | 2.93 V
09:46:34.351 23.1C | 2.93 V
09:46:35.578 23.1C | 2.92 V
09:46:36.789 23.1C | 2.94 V
09:46:38.036 23.1C | 2.92 V
09:46:39.243 23.1C | 2.92 V
09:46:40.483 23.1C | 2.93 V
09:46:41.693 23.1C | 2.92 V
09:46:42.912 23.1C | 2.92 V
09:46:44.158 23.1C | 2.93 V
09:46:45.366 23.1C | 2.92 V
09:46:46.589 23.1C | 2.92 V
09:46:47.816 23.1C | 2.94 V
09:46:49.040 23.1C | 2.92 V
09:46:50.265 23.1C | 2.92 V
09:46:51.514 23.1C | 2.93 V
09:46:52.716 23.1C | 2.92 V
09:46:53.939 23.1C | 2.92 V
09:46:55.165 23.1C | 2.94 V
09:46:56.390 23.1C | 2.92 V
09:46:57.635 23.1C | 2.93 V
09:46:58.846 23.1C | 2.94 V
09:47:00.080 23.1C | 2.92 V
09:47:01.310 23.1C | 2.92 V
09:47:02.520 23.1C | 2.93 V
09:47:03.744 23.1C | 2.92 V
09:47:05.007 23.1C | 2.92 V
09:47:06.197 23.1C | 2.93 V
09:47:07.416 23.1C | 2.92 V
09:47:08.641 23.1C | 2.92 V
09:47:09.866 23.1C | 2.94 V
09:47:11.093 23.1C | 2.93 V
09:47:12.318 23.1C | 2.93 V
09:47:13.541 23.1C | 2.94 V
09:47:14.767 23.1C | 2.93 V
09:47:15.996 23.1C | 2.93 V
09:47:17.241 23.1C | 2.94 V
09:47:18.448 23.1C | 2.93 V
09:47:19.667 23.1C | 2.93 V
09:47:20.908 23.1C | 2.94 V
09:47:22.119 23.1C | 2.92 V
09:47:23.348 23.1C | 2.92 V
09:47:24.571 23.1C | 2.93 V
09:47:25.795 23.1C | 2.92 V
09:47:27.018 23.1C | 2.92 V
09:47:28.242 23.1C | 2.94 V
09:47:29.501 23.1C | 2.93 V
09:47:30.751 23.1C | 2.93 V
09:47:31.930 23.1C | 2.94 V
09:47:33.171 23.1C | 2.93 V
09:47:34.378 23.1C | 2.93 V
09:47:35.595 23.1C | 2.94 V
09:47:36.818 23.1C | 2.92 V
09:47:38.043 23.1C | 2.92 V
09:47:39.272 23.1C | 2.93 V
09:47:40.515 23.1C | 2.92 V
09:47:41.732 23.1C | 2.92 V
09:47:42.958 23.1C | 2.93 V
09:47:44.189 23.1C | 2.92 V
09:47:45.398 23.1C | 2.92 V
09:47:46.618 23.1C | 2.94 V
09:47:47.861 23.1C | 2.92 V
09:47:49.068 23.1C | 2.93 V
09:47:50.295 23.1C | 2.94 V
09:47:51.525 23.1C | 2.92 V
09:47:52.745 23.1C | 2.92 V
09:47:53.970 23.1C | 2.93 V
09:47:55.192 23.1C | 2.92 V
09:47:56.418 23.1C | 2.92 V
09:47:57.649 23.1C | 2.94 V
09:47:58.873 23.1C | 2.92 V
09:48:00.095 23.1C | 2.92 V
09:48:01.327 23.1C | 2.93 V
09:48:02.545 23.1C | 2.92 V
09:48:03.780 23.1C | 2.92 V
09:48:04.995 23.1C | 2.93 V
09:48:06.221 23.1C | 2.92 V
09:48:07.444 23.1C | 2.93 V
09:48:08.694 23.1C | 2.94 V
09:48:09.897 23.1C | 2.92 V
09:48:11.127 23.1C | 2.93 V
09:48:12.349 23.1C | 2.94 V
09:48:13.595 23.1C | 2.92 V
09:48:14.795 23.1C | 2.92 V
09:48:16.026 23.1C | 2.93 V
09:48:17.253 23.1C | 2.92 V
09:48:18.477 23.1C | 2.92 V
09:48:19.696 23.1C | 2.93 V
09:48:20.925 23.1C | 2.92 V
09:48:22.162 23.1C | 2.92 V
09:48:23.391 23.1C | 2.93 V
09:48:24.617 23.1C | 2.93 V
09:48:25.821 23.1C | 2.92 V
09:48:27.057 23.1C | 2.93 V
09:48:28.276 23.1C | 2.92 V
09:48:29.497 23.1C | 2.92 V
09:48:30.734 23.1C | 2.93 V
09:48:31.996 23.1C | 2.92 V
09:48:33.191 23.1C | 2.92 V
09:48:34.396 23.1C | 2.93 V
09:48:35.622 23.1C | 2.92 V
09:48:36.848 23.1C | 2.92 V
09:48:38.073 23.1C | 2.93 V
09:48:39.301 23.1C | 2.92 V
09:48:40.522 23.1C | 2.92 V
09:48:41.747 23.1C | 2.94 V
09:48:42.973 23.1C | 2.92 V
09:48:44.205 23.1C | 2.92 V
09:48:45.428 23.1C | 2.94 V
09:48:46.665 23.1C | 2.92 V
09:48:47.894 23.1C | 2.92 V
09:48:49.097 23.1C | 2.93 V
09:48:50.323 23.1C | 2.93 V
09:48:51.610 23.1C | 2.92 V
09:48:52.780 23.1C | 2.94 V
09:48:53.996 23.1C | 2.92 V
09:48:55.226 23.1C | 2.92 V
09:48:56.453 23.1C | 2.94 V
09:48:57.678 23.1C | 2.92 V
09:48:58.901 23.1C | 2.92 V
09:49:00.132 23.1C | 2.93 V
09:49:01.347 23.1C | 2.92 V
09:49:02.575 23.1C | 2.92 V
09:49:03.802 23.1C | 2.94 V
09:49:05.042 23.1C | 2.93 V
09:49:06.256 23.1C | 2.92 V
09:49:07.477 23.1C | 2.93 V
09:49:08.726 23.1C | 2.93 V
09:49:09.924 23.1C | 2.92 V
09:49:11.149 23.1C | 2.94 V
09:49:12.376 23.1C | 2.92 V
09:49:13.601 23.1C | 2.92 V
09:49:14.840 23.1C | 2.93 V
09:49:16.052 23.1C | 2.92 V
09:49:17.287 23.1C | 2.92 V
09:49:18.506 23.1C | 2.93 V
09:49:19.745 23.1C | 2.93 V
09:49:20.960 23.1C | 2.93 V
09:49:22.186 23.1C | 2.94 V
09:49:23.400 23.1C | 2.93 V
09:49:24.634 23.1C | 2.92 V
09:49:25.849 23.1C | 2.93 V
09:49:27.091 23.1C | 2.93 V
09:49:28.305 23.1C | 2.93 V
09:49:29.525 23.1C | 2.93 V
09:49:30.752 23.1C | 2.93 V
09:49:31.985 23.1C | 2.92 V
09:49:33.205 23.1C | 2.93 V
09:49:34.426 23.1C | 2.92 V
09:49:35.678 23.1C | 2.92 V
09:49:36.876 23.1C | 2.93 V
09:49:38.102 23.1C | 2.92 V
09:49:39.330 23.1C | 2.92 V
09:49:40.568 23.1C | 2.94 V
09:49:41.796 23.1C | 2.93 V
09:49:43.011 23.1C | 2.92 V
09:49:44.227 23.1C | 2.93 V
09:49:45.463 23.1C | 2.92 V
09:49:46.682 23.1C | 2.92 V
09:49:47.905 23.1C | 2.93 V
09:49:49.130 23.1C | 2.92 V
09:49:50.364 23.1C | 2.92 V
09:49:51.595 23.1C | 2.93 V
09:49:52.804 23.1C | 2.92 V
09:49:54.027 23.1C | 2.92 V
09:49:55.269 23.1C | 2.92 V
09:49:56.546 23.1C | 2.92 V
09:49:57.704 23.1C | 2.92 V
09:49:58.953 23.1C | 2.94 V
09:50:00.205 23.1C | 2.93 V
09:50:01.391 23.1C | 2.92 V
09:50:02.601 23.1C | 2.93 V
09:50:03.827 23.1C | 2.92 V
09:50:05.052 23.1C | 2.92 V
09:50:06.301 23.1C | 2.94 V
09:50:07.522 23.1C | 2.92 V
09:50:08.752 23.1C | 2.92 V
09:50:09.964 23.1C | 2.93 V
09:50:11.191 23.1C | 2.92 V
09:50:12.416 23.1C | 2.92 V
09:50:13.631 23.1C | 2.93 V
09:50:14.854 23.1C | 2.93 V
09:50:16.081 23.1C | 2.92 V
09:50:17.304 23.1C | 2.93 V
09:50:18.535 23.1C | 2.92 V
09:50:19.753 23.1C | 2.92 V
09:50:20.985 23.1C | 2.93 V
09:50:22.204 23.1C | 2.93 V
09:50:23.428 23.1C | 2.92 V
09:50:24.654 23.1C | 2.93 V
09:50:25.883 23.1C | 2.92 V
09:50:27.107 23.1C | 2.92 V
09:50:28.385 23.1C | 2.92 V
09:50:29.567 23.1C | 2.93 V
09:50:30.801 23.1C | 2.92 V
09:50:32.010 23.1C | 2.93 V
09:50:33.230 23.1C | 2.92 V
09:50:34.456 23.1C | 2.92 V
09:50:35.680 23.1C | 2.94 V
09:50:36.906 23.1C | 2.93 V
09:50:38.132 23.1C | 2.92 V
09:50:39.376 23.1C | 2.93 V
09:50:40.581 23.1C | 2.92 V
09:50:41.861 23.1C | 2.92 V
09:50:43.035 23.1C | 2.93 V
09:50:44.261 23.1C | 2.92 V
09:50:45.495 23.1C | 2.92 V
09:50:46.706 23.1C | 2.93 V
09:50:47.931 23.1C | 2.93 V
09:50:49.166 23.1C | 2.92 V
09:50:50.397 23.1C | 2.93 V
09:50:51.616 23.1C | 2.93 V
09:50:52.855 23.1C | 2.92 V
09:50:54.065 23.1C | 2.93 V
09:50:55.281 23.1C | 2.93 V
09:50:56.507 23.1C | 2.93 V
09:50:57.753 23.1C | 2.93 V
09:50:58.960 23.1C | 2.92 V
09:51:00.204 23.1C | 2.92 V
09:51:01.432 23.1C | 2.93 V
09:51:02.651 23.1C | 2.92 V
09:51:03.876 23.1C | 2.92 V
09:51:05.082 23.1C | 2.93 V
09:51:06.336 23.1C | 2.93 V
